"YEAR","ECODISTRIC","Province_ID","AGR_t_all","BGR_t_all","ligfr.wa","nfr.wa","Corrected_Area","AreaIncSF_ha","SummerFallow_Ha"
"2021",561,"ON",1.61315025175795,1.10257875916867,0.088,0.0073,19256.45241,19283.52359,27.07118
"2022",561,"ON",1.90002696629997,1.03045518385477,0.0876,0.0073,19216.55671,19240.70701,24.1503
"1976",562,"ON",0.784303002424849,0.784303002424849,0.0719,0.0071,39666.06824,41861.71434,2195.6461
"1977",562,"ON",0.838478138134891,0.838478138134891,0.0731,0.0071,40262.05176,42349.66355,2087.61179
"1978",562,"ON",0.934422817978012,0.934422817978012,0.0742,0.0071,40854.80664,42834.25797,1979.45133
"1979",562,"ON",0.941795224721411,0.941795224721411,0.0754,0.0071,41444.94315,43316.09165,1871.1485
"1980",562,"ON",0.948468743939995,0.948468743939995,0.0764,0.007,42029.89792,43792.57444,1762.67652
"1981",562,"ON",0.971983248641776,0.971983248641776,0.0775,0.007,42611.00907,44265.00892,1653.99985
"1982",562,"ON",0.986167767765612,0.986167767765612,0.077,0.0071,41455.47113,43325.78785,1870.31672
"1983",562,"ON",0.966006751147089,0.894463722939552,0.0765,0.0071,40307.36362,42391.43208,2084.06846
"1984",562,"ON",1.02107812063846,1.00113239565375,0.0759,0.0071,39165.4874,41461.18188,2295.69448
"1985",562,"ON",1.1017153688892,0.979871161870941,0.0753,0.0072,38027.40562,40532.90196,2505.49634
"1986",562,"ON",1.08119444217122,0.92311500593753,0.0746,0.0072,36895.92781,39609.68704,2713.75923
"1987",562,"ON",1.03190557955777,0.956959416910635,0.075,0.0072,36109.14784,38543.10155,2433.95371
"1988",562,"ON",1.05677139633592,0.791822703079814,0.0755,0.0072,35093.86289,37248.14158,2154.27869
"1989",562,"ON",1.04464547057647,0.931988426310206,0.0761,0.0073,34007.42885,35882.07942,1874.65057
"1990",562,"ON",1.1418951568093,0.976990646828412,0.0768,0.0073,32808.89687,34403.94937,1595.0525
"1991",562,"ON",1.1291057917815,0.818354922510518,0.0801,0.0074,29395.66071,30753.61481,1357.9541
"1992",562,"ON",1.03615676918889,0.783092121814338,0.0789,0.0073,31921.89927,33080.83252,1158.93325
"1993",562,"ON",1.13305369764901,0.79987131708847,0.0797,0.0073,32643.36587,33641.40917,998.0433
"1994",562,"ON",1.25112163705543,0.862731632578575,0.0805,0.0073,33276.80408,34113.99915,837.19507
"1995",562,"ON",1.26329024509633,0.8923590293746,0.0814,0.0073,33836.9221,34513.27826,676.35616
"1996",562,"ON",1.21828879469806,0.79480678973286,0.0824,0.0072,34203.2084,34718.75599,515.54759
"1997",562,"ON",1.24382661405031,0.800617229591789,0.083,0.0072,33923.29244,34390.25487,466.96243
"1998",562,"ON",1.31493553899326,0.969868975577716,0.0835,0.0072,33647.96644,34066.29541,418.32897
"1999",562,"ON",1.36542094596148,0.991486778736574,0.0841,0.0072,33372.33467,33741.96365,369.62898
"2000",562,"ON",1.36744428092813,0.945961579054688,0.0846,0.0072,33099.46926,33420.31277,320.84351
"2001",562,"ON",1.20870410605548,0.816843671189536,0.0852,0.0072,33430.45037,33708.12403,277.67366
"2002",562,"ON",1.22202698742406,0.960986927613326,0.0843,0.0072,33071.50798,33347.45464,275.94666
"2003",562,"ON",1.35267002312498,0.926948914623526,0.0833,0.0073,32713.80817,32987.96146,274.15329
"2004",562,"ON",1.37029621363669,0.958703377611164,0.0823,0.0073,32357.44719,32629.73072,272.28353
"2005",562,"ON",1.42937429928092,0.898741116910082,0.0813,0.0073,32001.18953,32271.51389,270.32436
"2006",562,"ON",1.43423825147318,1.03501960574158,0.0803,0.0073,30820.30736,31081.58012,261.27276
"2007",562,"ON",1.43356062630296,0.883084520332547,0.081,0.0073,30531.6759,30777.85271,246.17681
"2008",562,"ON",1.65835459472102,1.09593860628253,0.0817,0.0073,30235.4908,30466.77572,231.28492
"2009",562,"ON",1.56258788173524,1.0069316887872,0.0824,0.0073,29936.23936,30152.81085,216.57149
"2010",562,"ON",1.56431586162833,1.07588668741913,0.0832,0.0073,29628.69713,29830.79974,202.10261
"2011",562,"ON",1.64845940299548,1.04552149260168,0.0839,0.0073,30113.31506,30305.75606,192.441
"2012",562,"ON",1.69858745636049,1.07362944590432,0.0842,0.0073,29671.3016,29846.33715,175.03555
"2013",562,"ON",1.95038379223293,1.08758474326024,0.0846,0.0073,29149.21823,29306.81465,157.59642
"2014",562,"ON",1.72083266533918,0.990999278294159,0.0849,0.0072,28621.45843,28761.5722,140.11377
"2015",562,"ON",1.79306497744575,1.03596669793293,0.0853,0.0072,28089.93613,28212.51816,122.58203
"2016",562,"ON",1.79559805850914,0.993532492851781,0.0857,0.0072,27606.99442,27711.9962,105.00178
"2017",562,"ON",1.96916997182942,1.05555404786199,0.0858,0.0072,28285.39383,28396.83081,111.43698
"2018",562,"ON",1.94107810503287,1.06160932913546,0.0858,0.0073,28963.77729,29081.54142,117.76413
"2019",562,"ON",1.87938599489585,0.879348089249946,0.0859,0.0073,29643.72696,29767.69987,123.97291
"2020",562,"ON",1.92197569806368,1.00933373416096,0.086,0.0073,30323.04888,30453.11768,130.0688
"2021",562,"ON",1.61315025175795,1.05046532978644,0.086,0.0073,31004.05395,31140.09499,136.04104
"2022",562,"ON",1.90002696629997,0.927159087208324,0.0861,0.0074,31212.31184,31351.00471,138.69287
"1976",563,"ON",0.784303002424849,0.784303002424849,0.0704,0.0072,1916.7164,2126.93113,210.21473
"1977",563,"ON",0.838478138134891,0.838478138134891,0.0713,0.0072,1883.40047,2104.66188,221.26141
"1978",563,"ON",0.934422817978012,0.802636961917298,0.0723,0.0071,1849.52368,2082.0009,232.47722
"1979",563,"ON",0.941795224721411,0.913048520828768,0.0733,0.0071,1815.24347,2059.13241,243.88894
"1980",563,"ON",0.948468743939995,0.948468743939995,0.0744,0.0071,1780.76015,2036.27971,255.51956
"1981",563,"ON",0.971983248641776,0.911969546454782,0.0755,0.007,1746.38044,2013.79756,267.41712
"1982",563,"ON",0.986167767765612,0.90637191869312,0.0761,0.007,1435.01882,1647.65244,212.63362
"1983",563,"ON",0.966006751147089,0.835455928462569,0.077,0.007,1127.26826,1286.51167,159.24341
"1984",563,"ON",1.02107812063846,0.963330145378437,0.0785,0.007,822.76303,929.77978,107.01675
"1985",563,"ON",1.1017153688892,0.877079407756645,0.0817,0.0069,521.42728,577.19921,55.77193
"1986",563,"ON",1.08119444217122,0.866373766448765,0.0932,0.0067,222.96774,228.33076,5.36302
"1987",563,"ON",1.03190557955777,0.938242008528743,0.0919,0.0068,213.43034,218.71886,5.28852
"1988",563,"ON",1.05677139633592,0.717626472506379,0.0903,0.007,203.74856,208.97218,5.22362
"1989",563,"ON",1.04464547057647,0.780822950947381,0.0886,0.0071,194.48516,199.63624,5.15108
"1990",563,"ON",1.1418951568093,0.787528419298549,0.0867,0.0073,185.00124,190.08985,5.08861
"1991",563,"ON",1.1291057917815,0.537064896394888,0.0879,0.0075,159.69679,164.74224,5.04545
"1992",563,"ON",1.03615676918889,0.49647671467192,0.086,0.0075,153.647,157.57156,3.92456
"1993",563,"ON",1.13305369764901,0.571284467183672,0.0847,0.0074,147.68566,150.63108,2.94542
"1994",563,"ON",1.25112163705543,0.645734266620124,0.0832,0.0074,141.54891,143.50665,1.95774
"1995",563,"ON",1.26329024509633,0.645578590578276,0.0815,0.0074,134.47286,135.45169,0.97883
"1996",563,"ON",1.21828879469806,0.652032988886147,0.0799,0.0073,129.01479,129.01479,0
"1997",563,"ON",1.24382661405031,0.679153119728431,0.0809,0.0073,122.23751,122.23751,0
"1998",563,"ON",1.31493553899326,0.902261582789793,0.0821,0.0072,114.59359,114.59359,0
"1999",563,"ON",1.36542094596148,0.913927956279386,0.0832,0.0072,107.76443,107.76443,0
"2000",563,"ON",1.33098203502743,0.757388730810478,0.0844,0.0071,100.63624,100.63624,0
"2001",563,"ON",1.20870410605548,0.763270373425269,0.0857,0.0071,106.60426,106.60426,0
"2002",563,"ON",1.22202698742406,0.894010719784606,0.0867,0.0071,112.56749,112.56749,0
"2003",563,"ON",1.35267002312498,0.900347422905911,0.0877,0.0071,118.66133,118.66133,0
"2004",563,"ON",1.37029621363669,0.832660436936211,0.0885,0.0071,124.88451,124.88451,0
"2005",563,"ON",1.41907979913902,0.760224583175468,0.0892,0.0071,131.25557,131.25557,0
"2006",563,"ON",1.43423825147318,0.96295733588406,0.0899,0.0071,129.46841,129.46841,0
"2007",563,"ON",1.43356062630296,0.8655880622912,0.0895,0.0071,122.14776,122.14776,0
"2008",563,"ON",1.65835459472102,1.12752927115962,0.0886,0.0071,116.09677,116.09677,0
"2009",563,"ON",1.56258788173524,0.995893703127876,0.0872,0.0072,111.04309,111.04309,0
"2010",563,"ON",1.56431586162833,0.910800796942059,0.0862,0.0072,104.86239,104.86239,0
"2011",563,"ON",1.64845940299548,0.852162667441999,0.0843,0.0073,109.03458,109.03458,0
"2012",563,"ON",1.64250619212623,0.784318063651308,0.0848,0.0074,102.69663,102.73917,0.04254
"2013",563,"ON",1.60396517704798,0.743318546127626,0.0853,0.0075,96.35974,96.45363,0.09389
"2014",563,"ON",1.39505183863543,0.605238746137783,0.0858,0.0075,90.04519,90.18224,0.13705
"2015",563,"ON",1.45682871074104,0.602136355183453,0.0865,0.0076,83.74496,83.92556,0.1806
"2016",563,"ON",1.39110110140904,0.53226134825862,0.0873,0.0077,78.90931,79.14202,0.23271
"2017",563,"ON",1.63066351167301,0.667719662005162,0.084,0.0076,81.61837,81.82405,0.20568
"2018",563,"ON",1.78921019107674,0.77889599491036,0.0809,0.0074,84.30001,84.47892,0.17891
"2019",563,"ON",1.63356848010587,0.722382508937545,0.0781,0.0073,86.9791,87.12304,0.14394
"2020",563,"ON",1.92197569806368,0.906762229361729,0.0753,0.0072,88.65477,88.77254,0.11777
"2021",563,"ON",1.61315025175795,1.02066484543694,0.073,0.0071,92.29507,92.38698,0.09191
"2022",563,"ON",1.90002696629997,1.03383957472603,0.0708,0.007,94.92369,94.98974,0.06605
"1976",564,"ON",0.784303002424849,0.784303002424849,0.0784,0.007,87312.35775,92670.48691,5358.12916
"1977",564,"ON",0.838478138134891,0.838478138134891,0.0792,0.007,89011.74504,94151.74176,5139.99672
"1978",564,"ON",0.934422817978012,0.934422817978012,0.08,0.007,90705.27579,95627.36607,4922.09028
"1979",564,"ON",0.941795224721411,0.941795224721411,0.0808,0.007,92390.30921,97094.75987,4704.45066
"1980",564,"ON",0.948468743939995,0.948468743939995,0.0815,0.007,94077.30445,98564.33021,4487.02576
"1981",564,"ON",0.971983248641776,0.971983248641776,0.0822,0.007,95762.87595,100032.73384,4269.85789
"1982",564,"ON",0.986167767765612,0.986167767765612,0.0819,0.007,92228.27083,97082.36864,4854.09781
"1983",564,"ON",0.966006751147089,0.958813278947558,0.0815,0.007,88723.2289,94154.44246,5431.21356
"1984",564,"ON",1.02107812063846,1.02107812063846,0.0811,0.007,85250.30676,91252.63317,6002.32641
"1985",564,"ON",1.1017153688892,1.07075790990681,0.0807,0.0071,81803.98848,88372.43343,6568.44495
"1986",564,"ON",1.08119444217122,0.962504451684346,0.0802,0.0071,78389.34808,85519.60909,7130.26101
"1987",564,"ON",1.03190557955777,0.983063449305754,0.0813,0.0071,77206.13808,83946.05932,6739.92124
"1988",564,"ON",1.05677139633592,0.836442563470687,0.0823,0.0071,76348.41795,82697.30226,6348.88431
"1989",564,"ON",1.04464547057647,0.989831122975839,0.0834,0.0071,75507.03537,81464.10169,5957.06632
"1990",564,"ON",1.1418951568093,1.01094622901823,0.0845,0.0071,74518.35257,80082.83135,5564.47878
"1991",564,"ON",1.1291057917815,0.979136560901487,0.0884,0.0071,68897.49209,74170.08457,5272.59248
"1992",564,"ON",1.03615676918889,0.827940118027238,0.0856,0.0071,75854.00518,80239.61539,4385.61021
"1993",564,"ON",1.13305369764901,0.897145362310318,0.0856,0.0071,78131.24761,81777.98497,3646.73736
"1994",564,"ON",1.25112163705543,0.983223857105944,0.0857,0.0071,80257.28917,83165.35122,2908.06205
"1995",564,"ON",1.26329024509633,0.956893435092599,0.0858,0.0072,82370.7318,84540.123,2169.3912
"1996",564,"ON",1.21828879469806,0.871482151456731,0.0858,0.0072,84547.09259,85977.90298,1430.81039
"1997",564,"ON",1.24382661405031,0.909697560244457,0.0862,0.0072,84647.10694,85986.8589,1339.75196
"1998",564,"ON",1.31493553899326,0.995720433416935,0.0866,0.0072,84772.64722,86021.29058,1248.64336
"1999",564,"ON",1.36542094596148,0.971825101111123,0.087,0.0072,84922.40597,86079.87137,1157.4654
"2000",564,"ON",1.36744428092813,0.899548304447857,0.0873,0.0072,85094.8499,86161.12588,1066.27598
"2001",564,"ON",1.20870410605548,0.814300512660263,0.0877,0.0072,85645.05308,86622.26222,977.20914
"2002",564,"ON",1.22202698742406,0.888438759899567,0.0871,0.0072,85179.85853,86114.55968,934.70115
"2003",564,"ON",1.35267002312498,0.959081015226403,0.0866,0.0072,84729.97724,85622.21677,892.23953
"2004",564,"ON",1.37029621363669,0.94383778318819,0.086,0.0072,84277.65971,85127.5122,849.85249
"2005",564,"ON",1.42937429928092,0.999148972282962,0.0854,0.0072,83828.69858,84636.24085,807.54227
"2006",564,"ON",1.43423825147318,1.05696549316018,0.0848,0.0073,82941.585,83702.91256,761.32756
"2007",564,"ON",1.43356062630296,0.933273171912075,0.0853,0.0073,83918.81177,84723.87646,805.06469
"2008",564,"ON",1.65835459472102,1.11125487202476,0.0857,0.0072,84890.37825,85738.35932,847.98107
"2009",564,"ON",1.56258788173524,1.03134060527275,0.0862,0.0072,85848.40168,86738.30201,889.90033
"2010",564,"ON",1.56431586162833,1.10242986076557,0.0866,0.0072,86794.69285,87725.47429,930.78144
"2011",564,"ON",1.64845940299548,1.0292065826602,0.087,0.0072,87811.53684,88782.78608,971.24924
"2012",564,"ON",1.69858745636049,1.08269165537094,0.0869,0.0072,88781.64516,89659.46901,877.82385
"2013",564,"ON",1.95038379223293,1.15591955129668,0.0868,0.0072,89777.85323,90562.0542,784.20097
"2014",564,"ON",1.72083266533918,1.01549964961722,0.0867,0.0072,90766.3326,91456.69995,690.36735
"2015",564,"ON",1.79306497744575,0.994404454419105,0.0867,0.0072,91748.29235,92344.52743,596.23508
"2016",564,"ON",1.79559805850914,1.06042904031282,0.0866,0.0072,93087.25403,93590.05253,502.7985
"2017",564,"ON",1.96916997182942,1.10947918473384,0.0867,0.0073,92882.17418,93345.75644,463.58226
"2018",564,"ON",1.94107810503287,1.08187269441878,0.0868,0.0073,92689.40653,93114.10877,424.70224
"2019",564,"ON",1.90188096574976,1.05803991337267,0.0869,0.0073,92496.63066,92882.76539,386.13473
"2020",564,"ON",1.92197569806368,1.04504370829893,0.087,0.0073,92301.82431,92649.77644,347.95213
"2021",564,"ON",1.61315025175795,1.15886823948472,0.0872,0.0073,92118.09126,92428.22339,310.13213
"2022",564,"ON",1.90002696629997,1.05219321998317,0.0873,0.0073,92020.89699,92292.1812,271.28421
"1976",565,"ON",0.784303002424849,0.784303002424849,0.0914,0.0069,315961.5922,320357.19604,4395.60384
"1977",565,"ON",0.838478138134891,0.838478138134891,0.0916,0.0069,322334.83592,326326.76016,3991.92424
"1978",565,"ON",0.934422817978012,0.925456423925381,0.0918,0.007,328703.88323,332290.41261,3586.52938
"1979",565,"ON",0.941795224721411,0.941795224721411,0.092,0.007,335074.21298,338253.38029,3179.16731
"1980",565,"ON",0.948468743939995,0.948468743939995,0.0922,0.007,341440.77699,344210.23384,2769.45685
"1981",565,"ON",0.971983248641776,0.971983248641776,0.0924,0.007,347806.1714,350163.11026,2356.93886
"1982",565,"ON",0.986167767765612,0.986167767765612,0.092,0.007,348298.13982,351072.84584,2774.70602
"1983",565,"ON",0.966006751147089,0.965724307925572,0.0915,0.007,348821.97165,352008.56567,3186.59402
"1984",565,"ON",1.02107812063846,1.02107812063846,0.0911,0.007,349357.59736,352951.19176,3593.5944
"1985",565,"ON",1.1017153688892,1.1017153688892,0.0907,0.0071,349914.35439,353910.81209,3996.4577
"1986",565,"ON",1.08119444217122,0.99974458297255,0.0903,0.0071,350493.08623,354888.90826,4395.82203
"1987",565,"ON",1.03190557955777,1.03190557955777,0.0906,0.0071,352468.17139,356434.07328,3965.90189
"1988",565,"ON",1.05677139633592,0.879984956394074,0.0909,0.0071,353941.88039,357476.19019,3534.3098
"1989",565,"ON",1.04464547057647,0.985509098421015,0.0913,0.0071,355141.23885,358242.10785,3100.869
"1990",565,"ON",1.1418951568093,1.01445342930225,0.0917,0.0071,355609.96783,358275.37526,2665.40743
"1991",565,"ON",1.1291057917815,0.990448731286457,0.0952,0.0072,334791.75214,337061.2236,2269.47146
"1992",565,"ON",1.03615676918889,0.770108686030273,0.0916,0.0072,357181.57079,359041.29542,1859.72463
"1993",565,"ON",1.13305369764901,0.93255528252013,0.0909,0.0072,360579.01888,362092.73814,1513.71926
"1994",565,"ON",1.25112163705543,0.997076385856434,0.0903,0.0072,363238.02457,364405.81512,1167.79055
"1995",565,"ON",1.26329024509633,0.908091220056978,0.0897,0.0072,365685.29424,366507.17318,821.87894
"1996",565,"ON",1.21828879469806,0.851802340700323,0.089,0.0072,368295.30125,368771.31165,476.0104
"1997",565,"ON",1.24382661405031,0.881665041827915,0.0892,0.0072,368024.54671,368501.60045,477.05374
"1998",565,"ON",1.31493553899326,1.03948053836947,0.0894,0.0072,367746.60998,368224.90762,478.29764
"1999",565,"ON",1.36542094596148,0.994488790910409,0.0897,0.0072,367449.57758,367929.26766,479.69008
"2000",565,"ON",1.36744428092813,0.969249873792207,0.0899,0.0072,367124.85236,367606.15311,481.30075
"2001",565,"ON",1.20870410605548,0.829834626283909,0.0901,0.0072,366412.065,366893.96821,481.90321
"2002",565,"ON",1.22202698742406,0.870333634309668,0.0891,0.0072,365713.51018,366162.56965,449.05947
"2003",565,"ON",1.35267002312498,1.0129219845748,0.088,0.0072,365030.68208,365447.00527,416.32319
"2004",565,"ON",1.37029621363669,0.984987734499184,0.087,0.0072,364361.24501,364744.98473,383.73972
"2005",565,"ON",1.42937429928092,1.04528608635459,0.0859,0.0073,363701.54484,364052.8431,351.29826
"2006",565,"ON",1.43423825147318,1.10231951339925,0.0849,0.0073,363797.59125,364117.84299,320.25174
"2007",565,"ON",1.43356062630296,1.06504084005014,0.0855,0.0072,364870.85659,365170.8974,300.04081
"2008",565,"ON",1.65835459472102,1.20623145345968,0.0862,0.0072,365986.52883,366266.38255,279.85372
"2009",565,"ON",1.56258788173524,1.14752197688472,0.0868,0.0072,367129.76063,367389.53607,259.77544
"2010",565,"ON",1.56431586162833,1.19877723642521,0.0875,0.0072,368267.23914,368507.02465,239.78551
"2011",565,"ON",1.64845940299548,1.23223516956208,0.0881,0.0072,369029.60105,369249.39543,219.79438
"2012",565,"ON",1.69858745636049,1.32253818115048,0.0885,0.0072,370053.79544,370283.35305,229.55761
"2013",565,"ON",1.95038379223293,1.32955809610967,0.0889,0.0071,371124.36959,371363.81136,239.44177
"2014",565,"ON",1.72083266533918,1.17475765159969,0.0892,0.0071,372217.84808,372467.37699,249.52891
"2015",565,"ON",1.79306497744575,1.24677978871437,0.0896,0.0071,373323.3253,373583.10904,259.78374
"2016",565,"ON",1.79559805850914,1.31002901532776,0.09,0.0071,374062.04186,374331.64381,269.60195
"2017",565,"ON",1.96916997182942,1.30714069046456,0.0898,0.0071,374008.59916,374258.46892,249.86976
"2018",565,"ON",1.94107810503287,1.30904518598671,0.0897,0.0071,374042.74,374273.00325,230.26325
"2019",565,"ON",1.90188096574976,1.25815370342225,0.0895,0.0071,374160.53507,374371.41266,210.87759
"2020",565,"ON",1.92197569806368,1.31288182469501,0.0894,0.0071,374401.30455,374592.9167,191.61215
"2021",565,"ON",1.61315025175795,1.41314966185076,0.0892,0.0071,374861.74653,375034.30857,172.56204
"2022",565,"ON",1.90002696629997,1.35155585006205,0.089,0.0071,375151.24049,375304.61345,153.37296
"1976",566,"ON",0.784303002424849,0.784303002424849,0.0757,0.007,7688.74975,9048.62041,1359.87066
"1977",566,"ON",0.838478138134891,0.838478138134891,0.0767,0.007,7828.88891,9175.26027,1346.37136
"1978",566,"ON",0.934422817978012,0.889075341835747,0.0776,0.007,7968.35078,9301.5947,1333.24392
"1979",566,"ON",0.941795224721411,0.941795224721411,0.0785,0.007,8106.40303,9426.94302,1320.53999
"1980",566,"ON",0.948468743939995,0.948468743939995,0.0794,0.0069,8244.85149,9553.1626,1308.31111
"1981",566,"ON",0.971983248641776,0.971983248641776,0.0803,0.0069,8385.07568,9681.7347,1296.65902
"1982",566,"ON",0.986167767765612,0.935715255606634,0.0795,0.0069,8239.42225,9548.13173,1308.70948
"1983",566,"ON",0.966006751147089,0.916594814792719,0.0787,0.007,8098.64275,9420.5739,1321.93115
"1984",566,"ON",1.02107812063846,0.989375481923038,0.0779,0.007,7957.10587,9293.23736,1336.13149
"1985",566,"ON",1.1017153688892,0.954304098442064,0.077,0.007,7813.28551,9164.42798,1351.14247
"1986",566,"ON",1.08119444217122,0.886626280607279,0.0761,0.007,7668.72895,9035.57095,1366.842
"1987",566,"ON",1.03190557955777,0.893666363103071,0.0776,0.007,7462.6797,8828.03951,1365.35981
"1988",566,"ON",1.05677139633592,0.775538071767159,0.0791,0.007,7275.67332,8639.28357,1363.61025
"1989",566,"ON",1.04464547057647,0.904232130256475,0.0807,0.007,7082.99533,8444.54978,1361.55445
"1990",566,"ON",1.1418951568093,0.970166662036144,0.0824,0.007,6862.59719,8221.84504,1359.24785
"1991",566,"ON",1.1291057917815,0.808876948963409,0.0895,0.007,6017.01046,7454.49557,1437.48511
"1992",566,"ON",1.03615676918889,0.78143264301609,0.0865,0.007,6614.78606,7805.378,1190.59194
"1993",566,"ON",1.13305369764901,0.834339647214508,0.0865,0.0071,6776.49086,7760.57618,984.08532
"1994",566,"ON",1.25112163705543,0.925701718842708,0.0867,0.0071,6919.85469,7697.45238,777.59769
"1995",566,"ON",1.26329024509633,0.885133626329995,0.0869,0.0071,7050.86906,7622.01815,571.14909
"1996",566,"ON",1.21828879469806,0.848244628870108,0.0873,0.0072,7151.29453,7516.00833,364.7138
"1997",566,"ON",1.24382661405031,0.870431068421819,0.087,0.0072,7313.91621,7694.00212,380.08591
"1998",566,"ON",1.31493553899326,0.969746519991392,0.0867,0.0072,7479.32482,7874.96318,395.63836
"1999",566,"ON",1.36542094596148,0.869550929565372,0.0864,0.0072,7644.77631,8056.18276,411.40645
"2000",566,"ON",1.36744428092813,0.840538580368619,0.0861,0.0072,7809.89343,8237.34769,427.45426
"2001",566,"ON",1.20870410605548,0.682200080754258,0.0858,0.0073,8021.46146,8467.18883,445.72737
"2002",566,"ON",1.22202698742406,0.695174147526718,0.0858,0.0073,7944.98702,8339.50507,394.51805
"2003",566,"ON",1.35267002312498,0.867573376880865,0.0857,0.0073,7875.95252,8219.25048,343.29796
"2004",566,"ON",1.37029621363669,0.828841157005888,0.0856,0.0073,7806.17941,8098.30275,292.12334
"2005",566,"ON",1.42937429928092,0.843655497241123,0.0856,0.0073,7735.69647,7976.65772,240.96125
"2006",566,"ON",1.43423825147318,0.931186757577278,0.0855,0.0073,7579.38281,7767.36351,187.9807
"2007",566,"ON",1.43356062630296,0.77275332250839,0.0858,0.0073,7672.37886,7863.75863,191.37977
"2008",566,"ON",1.65835459472102,1.01321371617437,0.0862,0.0073,7765.68113,7960.31181,194.63068
"2009",566,"ON",1.56258788173524,0.948790096975133,0.0865,0.0073,7858.94389,8056.63248,197.68859
"2010",566,"ON",1.56431586162833,0.962409669942093,0.0868,0.0073,7950.85804,8151.3941,200.53606
"2011",566,"ON",1.64845940299548,0.933749727224097,0.0871,0.0073,8088.37485,8292.82962,204.45477
"2012",566,"ON",1.69858745636049,0.921316222249179,0.0863,0.0073,8129.03939,8333.97358,204.93419
"2013",566,"ON",1.95038379223293,1.05646049946576,0.0856,0.0073,8166.99532,8372.44936,205.45404
"2014",566,"ON",1.72083266533918,0.890987687083268,0.0849,0.0073,8203.37925,8409.40421,206.02496
"2015",566,"ON",1.79306497744575,0.882839211064175,0.0842,0.0073,8238.2178,8444.889,206.6712
"2016",566,"ON",1.79559805850914,0.936430299675266,0.0835,0.0073,8314.58224,8523.48261,208.90037
"2017",566,"ON",1.96916997182942,0.987822645903576,0.0834,0.0073,8520.4756,8726.55216,206.07656
"2018",566,"ON",1.94107810503287,0.912657102640563,0.0832,0.0073,8727.72812,8930.94216,203.21404
"2019",566,"ON",1.88259921628183,0.88154696255799,0.0831,0.0074,8940.00892,9140.3367,200.32778
"2020",566,"ON",1.86758382256692,0.832343584041134,0.083,0.0074,9148.57107,9345.9792,197.40813
"2021",566,"ON",1.61315025175795,0.945424931525024,0.0829,0.0074,9358.39188,9552.86154,194.46966
"2022",566,"ON",1.90002696629997,0.86467871140267,0.0828,0.0074,9564.67634,9754.90636,190.23002
"1976",567,"ON",0.784303002424849,0.784303002424849,0.0897,0.0068,152192.59967,153884.7684,1692.16873
"1977",567,"ON",0.838478138134891,0.838478138134891,0.0904,0.0068,156080.91009,157589.31062,1508.40053
"1978",567,"ON",0.934422817978012,0.934422817978012,0.091,0.0068,159974.32482,161297.96978,1323.64496
"1979",567,"ON",0.941795224721411,0.941795224721411,0.0916,0.0068,163878.28135,165016.00126,1137.71991
"1980",567,"ON",0.948468743939995,0.948468743939995,0.0922,0.0068,167792.72563,168743.18465,950.45902
"1981",567,"ON",0.971983248641776,0.971983248641776,0.0927,0.0068,171721.79277,172483.44487,761.6521
"1982",567,"ON",0.986167767765612,0.986167767765612,0.0923,0.0068,171564.83331,172538.24632,973.41301
"1983",567,"ON",0.966006751147089,0.966006751147089,0.0919,0.0068,171403.8273,172585.5698,1181.7425
"1984",567,"ON",1.02107812063846,1.02107812063846,0.0916,0.0069,171239.29131,172626.48937,1387.19806
"1985",567,"ON",1.1017153688892,1.1017153688892,0.0912,0.0069,171070.36301,172660.59296,1590.22995
"1986",567,"ON",1.08119444217122,1.08119444217122,0.0907,0.0069,170895.92273,172687.11178,1791.18905
"1987",567,"ON",1.03190557955777,1.03190557955777,0.0912,0.0069,170199.9588,171891.98901,1692.03021
"1988",567,"ON",1.05677139633592,0.970434046906328,0.0916,0.0069,169472.82354,171065.83726,1593.01372
"1989",567,"ON",1.04464547057647,1.04464547057647,0.0921,0.007,168661.55729,170155.66667,1494.10938
"1990",567,"ON",1.1418951568093,1.1418951568093,0.0927,0.007,167554.25619,168949.61567,1395.35948
"1991",567,"ON",1.1291057917815,1.1291057917815,0.0959,0.007,159669.06171,161001.32989,1332.26818
"1992",567,"ON",1.03615676918889,0.884432957308666,0.0921,0.007,171587.55399,172661.20458,1073.65059
"1993",567,"ON",1.13305369764901,1.05349247736653,0.0915,0.007,173358.88231,174211.35012,852.46781
"1994",567,"ON",1.25112163705543,1.11159482764342,0.0911,0.007,174791.03047,175422.37466,631.34419
"1995",567,"ON",1.26329024509633,1.04568755160753,0.0906,0.007,176178.02036,176588.2388,410.21844
"1996",567,"ON",1.21828879469806,0.973017177284449,0.0901,0.0071,177820.38924,178009.49298,189.10374
"1997",567,"ON",1.24382661405031,0.99732327224192,0.0905,0.0071,178087.30932,178284.26978,196.96046
"1998",567,"ON",1.31493553899326,1.14947496583005,0.0908,0.0071,178342.89686,178547.80742,204.91056
"1999",567,"ON",1.36542094596148,1.11603456860053,0.0912,0.0071,178587.63236,178800.60026,212.9679
"2000",567,"ON",1.36744428092813,0.986939229509807,0.0915,0.0071,178814.33858,179035.50842,221.16984
"2001",567,"ON",1.20870410605548,0.923859384321086,0.0919,0.0071,178930.69602,179159.85695,229.16093
"2002",567,"ON",1.22202698742406,0.993889628934459,0.0908,0.0071,178666.34205,178907.26429,240.92224
